# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 3M of event 'cpu/cycles/P'
# Event count (approx.): 2174006282803
#
# Children      Self  Command  Shared Object         Symbol                    
# ........  ........  .......  ....................  ..........................
#
    99.87%    99.17%  msfw     msfw                  [.] evaluate_packet
            |          
             --99.85%--evaluate_packet
                       |          
                        --0.52%--0xffffffffaaa00f0b

     0.52%     0.00%  msfw     [unknown]             [.] 0xffffffffaaa00f0b
            |          
             --0.52%--0xffffffffaaa00f0b

     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaae02440
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaad9865e
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaad98dd0
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaae0a731
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaae019e8
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaaec6eb7
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffab2b96d0
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffab2b96d5
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaaec5b11
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaae01ac8
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaae96100
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaae944d3
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaadf4e9a
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaadf52e9
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffac085b05
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffac085b08
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaadf265d
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaaec6bf0
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffc0c251cf
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffabe8ffb3
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffab0a83eb
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffab62c883
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaadf4eed
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaae21b01
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffc0c11f14
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffc0c11f17
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffabd5bb55
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaae44d43
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaaec7560
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaaec7565
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaae0226e
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaae95d90
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaadf41b8
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaadf41ba
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaae95d92
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaaec9ac0
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaaec9ac7
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffabd52651
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaadf430b
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaae02126
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaaec907f
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaae097a0
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaae097a3
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaae985e9
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaade99f7
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaadf2587
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaadf258b
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffabd57750
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaaee6df6
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaae21a6f
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaae0224e
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaae0c5c0
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaaeca28d
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaaa015c0
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaaeca3bf
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffc0da2600
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffc0d3420f
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffc0c89a11
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaae2e864
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaaecdaea
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffac07f841
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaade6d2b
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaadf4a3f
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaae02846
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffac0653a7
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffac0653ab
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaadf3f5a
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffac0694a7
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffac0694ab
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaaec7c06
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaae2e968
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffabd58a4a
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaaecd342
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaadbecbd
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaadfa09d
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaadfa0a0
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaaecdae7
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffabe86b8e
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaae02305
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffac08464e
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffac084656
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffab0a3eff
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffab0a83c5
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaade9ddf
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaade9de6
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaae89da5
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaaec936d
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaba6615f
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffab5794cb
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffc0d01532
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffc0d25ee5
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffc0d0153a
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaaec7bbb
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaaec7bc5
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaaee6227
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffabc37a64
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffabc378a8
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffab19a618
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffc0c88e26
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffab19a61c
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaae00e06
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaae0225b
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaae3c2d1
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaae3c2d6
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaaee6d3b
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaaee6d42
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffac065e18
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaaebf7f8
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffabaf8cee
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaaebf802
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffac083267
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffc0c411ac
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffc0c411b5
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaade7346
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffac065e01
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffac0655f9
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffac0655fc
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffabe8f7f7
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaae02510
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffabebbd05
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffabebb3ea
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaae38b2c
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaae38b30
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffabdccb84
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaaeb0373
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffab2b9856
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaae056cc
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaae056d2
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffabe087bd
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffc0c88d73
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffac0422eb
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffc0459027
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffc0c896e6
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffc0c896e8
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffac08aec1
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffabe926c2
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffabe9a23e
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffabe926c8
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaae93542
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaadfa740
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaadbb6b7
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaadbb6bd
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffabc31a71
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffab959044
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffab958f1d
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaad98a99
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaaec5ff9
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaae0c2d0
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaaecd3a0
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaae89025
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaae0c2ac
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaae21a17
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaadf2509
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaadf2510
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaae0c5a5
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaae028aa
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaac9fed8
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaad0c123
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaad0c124
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaaa011f8
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffab0a83dd
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaaedd24f
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffab0ac46a
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaaec6d0b
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaaec6d0e
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaadf8310
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaadf8311
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaaec6b1e
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaaec6b21
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaaee5dc0
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaaee5dc3
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaade99cb
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaaee5d70
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaaee5d75
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaadfa51e
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaadfa522
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaae22098
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaae01a8b
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaad9899d
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaaec93bb
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaaec93be
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaaecd385
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaadf4f60
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffc0496ad3
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffc04a150c
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaaf0dfdd
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaaf0dfe0
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaaee080f
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaaee0816
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaae26c6f
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaade9a0e
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaaeca2a9
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaaeca2ab
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaaeca43b
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffabe9e2d8
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaae00c4e
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaae09f42
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaae00c50
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffc0496ab6
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffabc0ee42
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaae96dad
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaadf9a9e
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaaecab09
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaaec9b60
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaae93916
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaae9391a
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaacfb27c
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaaec5fc0
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaadf48d0
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaadf48d1
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaaf0e06b
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaae22078
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffc1d96bfa
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffc1d96bfd
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaadf4efe
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaae26c5d
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaaec42e0
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaaec42e1
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaaeca5a1
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaaeca5a4
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaae0275e
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaaec6c00
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaaec6c1d
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaaee6ce8
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaaee6cea
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaad0c01b
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaad0c01d
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaae21f53
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaae23149
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaaee45be
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaaec6eb9
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaaedd1c3
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffabe938e0
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffabe938e5
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaaa00278
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaaec7dc2
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaade736f
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaade7370
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaaee6f53
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaaee6d83
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaae96ddc
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaaedd1fb
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaaee6daa
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaaec93ae
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaae242c9
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaaeb0311
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaaeb0317
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaad36654
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaad36656
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaae938ea
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffac08434c
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaae2315b
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffabb98d47
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaaee60b1
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaadfa126
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaaee634b
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffabe9e35a
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaaec6a16
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaaec7cae
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaadef053
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaae25228
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaaec7bce
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaaec7bd2
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaae01a63
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaaee1cae
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaaee1cb1
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaae02063
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaaedd231
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaaedd234
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffac094f96
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffac08b3f5
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaaa00f4b
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffac083137
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaaecd2eb
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaaec9047
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaaeca598
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaaec491f
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaaeca35f
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaaeca368
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaafee130
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaafee131
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaadeefea
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaade9980
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaae4c470
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaaedd208
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffabe9a297
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaae218c8
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaadbb833
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaaec6414
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaae04b42
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaaec6090
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffac0656e3
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffac0656e6
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffab0ac3ef
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffab0ac3f0
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaacfb245
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaadeefc1
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaaee6d86
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaadf425d
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffac069566
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffac064850
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffac064851
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaaebebe1
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaaee094d
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaade7358
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaade735a
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaaedd1ff
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaaeca430
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaaeca4cd
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaaeca4d0
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaaa011d8
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaaa011d9
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaaecaae2
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaadf3de6
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaadf3deb
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaadfa26c
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaadf4e05
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffc045cfd7
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffc045a1b6
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaaecd392
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaaecd393
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaaa01230
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaaa0157c
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffac080d80
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaaec56b9
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaae2915f
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaae29161
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffab5831ae
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaadf4e61
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaadebe82
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaadebe89
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaadfa2d7
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaadfa2df
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaaebf46f
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaaebf470
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaae934f0
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaaec7bae
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaaec7bb0
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaae25234
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaaee439d
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaae26c63
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaaec6c2d
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaadfa045
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaaeccee2
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaaecda86
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaaec5b6b
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaafee155
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaae2e982
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaaf0d366
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaaec69c7
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaaec601d
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffab0acb0a
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffab0acb12
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaae0c571
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaae0c572
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaaec6da1
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaac946d1
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaac946db
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffac080e05
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaaee07f0
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffabe9e0b8
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffabe9df5e
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaad0c090
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffac065aa3
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaae21a49
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaadd324b
